date,time,ozone_azusa,no_azusa,no2_azusa,RH_azusa,TEMP_azusa,WINDIR_azusa,WINDSPEED_azusa
2020/11/04,05:00:00,0.0012,17.0,29.7,70.5,58.94,0.0,0.0
2020/11/04,06:00:00,0.0014,29.2,32.4,68.0,59.18,29.0,1.0
2020/11/04,07:00:00,0.006,24.1,33.6,51.7,66.39,0.0,1.0
2020/11/04,08:00:00,0.0153,21.5,34.0,36.3,73.35,0.0,1.0
2020/11/04,09:00:00,0.0169,24.1,41.6,31.7,77.73,0.0,1.0
2020/11/04,10:00:00,NA,NA,NA,28.7,80.96,228.0,1.0
2020/11/04,11:00:00,NA,NA,NA,24.8,83.94,245.0,2.0
2020/11/04,12:00:00,NA,NA,NA,23.4,86.0,261.0,3.0
2020/11/04,13:00:00,0.0705,1.4,16.400000000000002,19.7,88.66,256.0,4.0
2020/11/04,14:00:00,0.0717,1.7,23.2,17.8,90.48,247.0,4.0
2020/11/04,15:00:00,0.0807,1.2,24.2,19.0,90.18,245.0,5.0
2020/11/04,16:00:00,0.057,0.8,30.700000000000003,28.3,84.16,229.0,4.0
2020/11/04,17:00:00,0.0354,0.4,38.5,34.3,78.61,245.0,2.0
2020/11/04,18:00:00,0.0225,1.0,40.0,42.3,74.68,0.0,1.0
2020/11/04,19:00:00,0.0104,2.1,42.6,47.1,71.72,0.0,0.0
2020/11/04,20:00:00,0.0136,6.8,38.6,47.4,71.06,53.0,2.0
2020/11/04,21:00:00,0.0154,2.1,39.699999999999996,40.7,72.59,147.0,1.0
2020/11/04,22:00:00,0.0061,4.1000000000000005,45.8,41.0,70.65,43.0,1.0
2020/11/04,23:00:00,0.0116,3.2,34.8,25.2,73.87,37.0,2.0
2020/11/05,00:00:00,0.0319,0.3,7.3,14.1,77.52,65.0,3.0
2020/11/05,01:00:00,0.0271,0.4,11.9,18.8,74.62,48.0,2.0
2020/11/05,02:00:00,0.035,0.1,2.8,12.0,76.8,21.0,5.0
2020/11/05,03:00:00,0.0257,0.4,11.299999999999999,16.8,73.38,49.0,3.0
2020/11/05,04:00:00,0.0237,0.7,11.4,15.4,73.63,83.0,2.0
2020/11/05,05:00:00,0.0265,3.7,12.0,10.5,77.46,70.0,3.0
2020/11/05,06:00:00,0.0286,1.7,9.6,9.5,79.09,54.0,4.0
2020/11/05,07:00:00,0.0219,5.5,19.0,12.4,80.2,98.0,2.0
2020/11/05,08:00:00,0.0255,3.7,16.7,16.3,78.92,86.0,4.0
2020/11/05,09:00:00,0.027,4.2,16.9,14.7,82.44,87.0,2.0
2020/11/05,10:00:00,0.0257,5.8999999999999995,20.8,13.7,84.7,93.0,2.0
2020/11/05,11:00:00,0.0285,5.3,22.2,11.7,88.17,80.0,2.0
2020/11/05,12:00:00,0.0342,2.7,17.9,10.0,89.43,319.0,2.0
2020/11/05,13:00:00,0.0461,1.4,11.0,7.4,93.17,231.0,1.0
2020/11/05,14:00:00,0.0382,1.8,15.8,7.6,92.12,279.0,3.0
2020/11/05,15:00:00,0.0362,1.4,18.8,8.4,91.0,261.0,2.0
2020/11/05,16:00:00,0.0051,NA,51.0,11.9,87.86,0.0,0.0
2020/11/05,17:00:00,0.0119,8.9,34.1,16.2,82.72,24.0,2.0
2020/11/05,18:00:00,0.0188,2.9,24.9,15.1,82.11,65.0,3.0
2020/11/05,19:00:00,0.0163,5.4,25.7,14.8,81.05,54.0,2.0
2020/11/05,20:00:00,0.0219,1.2,18.8,13.8,81.02,40.0,3.0
2020/11/05,21:00:00,0.0183,2.2,19.099999999999998,14.5,79.14,66.0,2.0
2020/11/05,22:00:00,0.0351,0.2,4.8,10.8,81.87,41.0,4.0
2020/11/05,23:00:00,0.0218,3.6,15.7,13.1,78.95,103.0,1.0
2020/11/06,00:00:00,0.0099,8.4,28.7,16.7,75.97,196.0,1.0
2020/11/06,01:00:00,0.0028,8.4,33.4,21.0,72.29,32.0,2.0
2020/11/06,02:00:00,0.006,0.5,25.8,23.3,70.15,95.0,2.0
2020/11/06,03:00:00,0.0103,0.3,22.4,23.5,69.86,44.0,1.0
2020/11/06,04:00:00,0.0014,16.1,34.6,29.6,68.74,271.0,2.0
2020/11/06,05:00:00,0.0006,12.4,36.1,41.5,66.85,0.0,1.0
2020/11/06,06:00:00,0.0007,39.4,35.1,41.3,65.56,0.0,0.0
2020/11/06,07:00:00,0.0018,40.599999999999994,32.800000000000004,45.4,64.14,89.0,1.0
2020/11/06,08:00:00,0.0099,23.8,28.7,41.7,67.77,87.0,2.0
2020/11/06,09:00:00,0.023,12.6,24.7,39.2,73.88,142.0,1.0
2020/11/06,10:00:00,0.0372,4.2,15.5,35.1,75.89,238.0,4.0
2020/11/06,11:00:00,0.0456,2.4,13.2,35.0,76.72,234.0,3.0
2020/11/06,12:00:00,0.0528,1.6,11.700000000000001,32.7,78.15,202.0,3.0
2020/11/06,13:00:00,0.0515,1.1,9.2,40.6,77.83,208.0,4.0
2020/11/06,14:00:00,0.0412,1.3,9.0,52.6,74.61,206.0,6.0
2020/11/06,15:00:00,0.0346,1.2,8.7,63.0,70.0,214.0,6.0
2020/11/06,16:00:00,0.0322,0.8,8.3,65.2,66.86,202.0,4.0
2020/11/06,17:00:00,0.0318,0.4,8.200000000000001,66.0,66.14,199.0,4.0
2020/11/06,18:00:00,0.0342,0.6,6.6,67.6,65.05,145.0,5.0
2020/11/06,19:00:00,0.0345,0.4,6.3,69.8,64.14,157.0,6.0
2020/11/06,20:00:00,0.0333,0.1,7.1000000000000005,72.9,60.99,241.0,3.0
2020/11/06,21:00:00,0.0312,0.1,6.8999999999999995,84.5,56.99,274.0,4.0
2020/11/06,22:00:00,0.0292,0.3,7.5,85.2,56.74,191.0,2.0
2020/11/06,23:00:00,0.0293,0.1,7.8,74.9,56.8,205.0,3.0
2020/11/07,00:00:00,0.0318,0.0,6.2,70.3,56.62,147.0,4.0
2020/11/07,01:00:00,0.0317,0.0,5.3,69.9,56.29,122.0,4.0
2020/11/07,02:00:00,0.0307,0.0,5.7,68.4,56.19,125.0,4.0
2020/11/07,03:00:00,0.032,0.0,5.4,67.0,55.74,142.0,3.0
2020/11/07,04:00:00,0.0229,0.0,9.9,68.4,54.68,222.0,2.0
2020/11/07,05:00:00,0.0185,0.1,12.8,70.0,53.82,133.0,2.0
2020/11/07,06:00:00,0.0237,0.5,9.700000000000001,73.6,53.75,129.0,3.0
2020/11/07,07:00:00,0.0266,0.3,9.299999999999999,77.8,53.18,186.0,2.0
2020/11/07,08:00:00,0.0301,0.5,7.2,85.4,51.62,229.0,1.0
2020/11/07,09:00:00,0.0267,1.2,10.200000000000001,85.8,52.3,163.0,3.0
2020/11/07,10:00:00,0.0353,1.1,7.1000000000000005,66.4,55.29,248.0,3.0
2020/11/07,11:00:00,0.0399,1.1,6.5,58.6,56.77,221.0,6.0
2020/11/07,12:00:00,0.0422,0.7,4.6,51.1,58.41,227.0,8.0
2020/11/07,13:00:00,0.0422,0.4,4.2,47.8,58.58,237.0,8.0
2020/11/07,14:00:00,0.0429,0.4,3.8,47.4,58.94,244.0,7.0
2020/11/07,15:00:00,0.0428,0.2,3.8,46.8,58.53,242.0,8.0
2020/11/07,16:00:00,0.0401,0.4,4.0,54.7,56.46,267.0,4.0
2020/11/07,17:00:00,0.0399,0.1,2.7,63.1,52.19,30.0,6.0
2020/11/07,18:00:00,0.0358,0.1,2.9,64.0,51.14,39.0,5.0
2020/11/07,19:00:00,0.0336,0.1,3.0,62.9,51.02,33.0,5.0
2020/11/07,20:00:00,0.0327,0.9,3.8,60.4,51.0,55.0,4.0
2020/11/07,21:00:00,0.0278,0.4,4.1000000000000005,62.1,50.62,29.0,3.0
2020/11/07,22:00:00,0.0233,0.1,3.3,65.6,50.12,25.0,6.0
2020/11/07,23:00:00,0.0224,0.4,3.6,64.3,50.27,33.0,5.0
2020/11/08,00:00:00,0.0207,0.2,3.9,65.8,49.88,35.0,4.0
2020/11/08,01:00:00,0.0193,0.3,4.1000000000000005,65.8,49.8,23.0,5.0
2020/11/08,02:00:00,0.0179,0.5,3.9,66.7,49.81,14.0,5.0
2020/11/08,03:00:00,0.0186,0.2,4.0,67.0,50.04,32.0,4.0
2020/11/08,04:00:00,0.0202,0.6,4.0,66.2,50.49,31.0,4.0
2020/11/08,05:00:00,0.0166,0.1,6.8999999999999995,67.5,50.86,58.0,1.0
2020/11/08,06:00:00,0.018,0.1,5.8,71.0,50.85,55.0,2.0
2020/11/08,07:00:00,0.016,1.3,8.6,71.9,51.66,59.0,1.0
2020/11/08,08:00:00,0.0244,1.2,9.1,69.9,52.94,0.0,1.0
2020/11/08,09:00:00,0.0312,1.1,4.8999999999999995,73.0,52.2,321.0,3.0
2020/11/08,10:00:00,0.0348,0.6,4.7,55.6,55.57,283.0,3.0
2020/11/08,11:00:00,0.0375,0.4,4.2,47.7,57.58,232.0,4.0
2020/11/08,12:00:00,0.0396,0.2,3.0,45.8,58.56,260.0,5.0
2020/11/08,13:00:00,0.0416,0.4,2.8,41.1,59.59,248.0,8.0
2020/11/08,14:00:00,0.041,0.4,3.1,42.1,59.37,245.0,8.0
2020/11/08,15:00:00,0.0382,0.2,2.9,47.7,57.06,349.0,1.0
2020/11/08,16:00:00,0.0391,0.0,2.9,40.5,58.12,258.0,8.0
2020/11/08,17:00:00,0.0363,0.7,4.1000000000000005,41.8,55.93,260.0,7.0
2020/11/08,18:00:00,0.0334,0.1,3.8,47.2,54.02,282.0,3.0
2020/11/08,19:00:00,0.0301,0.4,3.3,58.0,51.11,11.0,4.0
2020/11/08,20:00:00,0.0261,0.5,3.5,62.4,49.73,18.0,4.0
2020/11/08,21:00:00,0.025,0.1,2.9,64.4,49.36,20.0,5.0
2020/11/08,22:00:00,0.0222,0.3,3.8,63.1,49.12,35.0,3.0
2020/11/08,23:00:00,0.0198,0.7,3.3,66.6,48.19,35.0,3.0
2020/11/09,00:00:00,0.0173,0.4,4.8999999999999995,67.0,47.23,48.0,3.0
2020/11/09,01:00:00,0.017,0.4,3.3,65.3,47.53,34.0,5.0
2020/11/09,02:00:00,0.0175,0.5,3.1,64.5,47.03,30.0,6.0
2020/11/09,03:00:00,0.0166,0.7,6.0,61.0,46.62,51.0,3.0
2020/11/09,04:00:00,0.0203,0.6,4.4,55.5,46.64,48.0,4.0
2020/11/09,05:00:00,0.0229,2.1,4.2,49.0,46.99,30.0,6.0
2020/11/09,06:00:00,0.0226,2.4,3.8,48.7,46.77,31.0,6.0
2020/11/09,07:00:00,0.0253,0.8,3.6,42.8,48.93,42.0,4.0
2020/11/09,08:00:00,0.0264,1.9,5.3,41.7,52.22,39.0,3.0
2020/11/09,09:00:00,0.0239,5.6,11.2,43.5,55.6,144.0,3.0
2020/11/09,10:00:00,0.026,5.8999999999999995,12.3,37.1,56.86,171.0,2.0
2020/11/09,11:00:00,0.0309,4.0,9.6,29.2,58.88,177.0,2.0
2020/11/09,12:00:00,0.0362,2.5,6.8,24.4,60.31,142.0,2.0
2020/11/09,13:00:00,0.0391,1.3,5.5,21.8,62.09,204.0,2.0
2020/11/09,14:00:00,0.0392,1.0,6.0,22.0,62.69,0.0,0.0
2020/11/09,15:00:00,0.0363,1.0,8.6,24.5,62.66,253.0,3.0
2020/11/09,16:00:00,0.0311,0.6,13.899999999999999,26.4,60.7,241.0,3.0
2020/11/09,17:00:00,0.0179,0.6,24.5,32.3,58.4,243.0,3.0
2020/11/09,18:00:00,0.0102,1.0,27.2,44.2,55.82,278.0,1.0
2020/11/09,19:00:00,0.0141,0.6,16.1,49.8,52.97,36.0,2.0
2020/11/09,20:00:00,0.0128,0.5,15.6,53.4,51.81,42.0,3.0
2020/11/09,21:00:00,0.0121,1.9,16.5,50.6,51.79,52.0,3.0
2020/11/09,22:00:00,0.014,0.6,14.200000000000001,47.4,51.82,61.0,2.0
2020/11/09,23:00:00,0.0224,0.4,6.8,43.2,51.9,51.0,3.0
2020/11/10,00:00:00,0.009,0.8,17.9,53.2,49.74,97.0,1.0
2020/11/10,01:00:00,0.0154,0.2,11.299999999999999,49.0,48.32,62.0,2.0
2020/11/10,02:00:00,0.0209,0.6,7.0,43.2,49.51,54.0,3.0
2020/11/10,03:00:00,0.0261,0.6,4.0,36.7,51.07,32.0,4.0
2020/11/10,04:00:00,0.0264,1.4,4.3,36.4,51.08,25.0,5.0
2020/11/10,05:00:00,0.0176,3.9,10.4,41.1,49.44,29.0,3.0
2020/11/10,06:00:00,0.0169,4.1000000000000005,11.6,40.0,49.57,46.0,3.0
2020/11/10,07:00:00,0.0198,3.7,12.8,36.2,52.06,68.0,3.0
2020/11/10,08:00:00,0.022,5.5,13.4,33.5,55.56,94.0,2.0
2020/11/10,09:00:00,0.0217,8.5,15.9,29.0,59.06,129.0,2.0
2020/11/10,10:00:00,0.0287,5.6,13.2,23.5,61.54,141.0,1.0
2020/11/10,11:00:00,0.0363,3.3,10.5,19.6,64.1,218.0,2.0
2020/11/10,12:00:00,0.0393,2.6,9.700000000000001,18.3,65.53,187.0,2.0
2020/11/10,13:00:00,0.0419,2.1,8.8,15.3,66.84,206.0,2.0
2020/11/10,14:00:00,0.0425,1.6,9.4,16.0,66.99,260.0,3.0
2020/11/10,15:00:00,0.0378,2.3,15.4,17.3,67.02,247.0,3.0
2020/11/10,16:00:00,0.0303,0.8,18.4,24.0,63.84,260.0,4.0
2020/11/10,17:00:00,0.03,0.1,16.8,30.0,60.15,253.0,4.0
2020/11/10,18:00:00,0.027,0.3,18.2,28.9,57.74,264.0,2.0
2020/11/10,19:00:00,0.0188,3.7,20.5,37.2,55.67,58.0,2.0
2020/11/10,20:00:00,0.0145,3.0,24.1,36.4,54.4,43.0,2.0
2020/11/10,21:00:00,0.0241,0.6,9.700000000000001,36.5,56.18,26.0,5.0
2020/11/10,22:00:00,0.0159,2.2,19.900000000000002,37.6,54.31,49.0,3.0
2020/11/10,23:00:00,0.0203,0.4,14.6,36.1,54.32,34.0,3.0
2020/11/11,00:00:00,0.0138,0.8,16.6,43.0,51.36,85.0,2.0
2020/11/11,01:00:00,0.0213,-0.1,10.8,37.9,53.19,104.0,1.0
2020/11/11,02:00:00,0.0217,0.8,8.7,37.2,53.04,0.0,1.0
2020/11/11,03:00:00,0.0179,0.2,9.9,39.4,51.65,71.0,2.0
2020/11/11,04:00:00,0.0142,1.4,14.4,39.4,51.3,87.0,3.0
2020/11/11,05:00:00,0.0085,15.8,20.9,40.7,50.47,134.0,1.0
2020/11/11,06:00:00,0.0042,17.7,27.599999999999998,39.9,51.24,225.0,2.0
2020/11/11,07:00:00,0.0059,30.599999999999998,29.0,38.3,53.07,0.0,1.0
2020/11/11,08:00:00,0.0153,12.4,20.299999999999997,31.2,57.95,0.0,1.0
2020/11/11,09:00:00,0.0195,12.3,21.0,26.9,62.15,150.0,1.0
2020/11/11,10:00:00,0.0261,8.5,19.400000000000002,23.7,64.03,198.0,2.0
2020/11/11,11:00:00,0.0364,4.2,14.5,20.6,65.81,209.0,2.0
2020/11/11,12:00:00,0.0374,4.1000000000000005,15.2,19.4,67.61,221.0,3.0
2020/11/11,13:00:00,0.0406,3.1,14.4,19.9,68.59,264.0,3.0
2020/11/11,14:00:00,0.0415,2.3,14.4,20.0,68.99,248.0,3.0
2020/11/11,15:00:00,0.0379,1.9,18.9,20.8,68.92,237.0,3.0
2020/11/11,16:00:00,0.0302,1.0,26.4,28.2,67.03,241.0,3.0
2020/11/11,17:00:00,0.023,0.3,28.0,42.2,63.4,256.0,2.0
2020/11/11,18:00:00,0.0206,0.4,25.2,43.0,61.12,294.0,1.0
2020/11/11,19:00:00,0.0214,1.1,17.9,45.0,59.14,36.0,3.0
2020/11/11,20:00:00,0.0174,1.2,19.400000000000002,47.5,57.5,54.0,2.0
2020/11/11,21:00:00,0.0122,2.3,21.9,47.7,56.47,38.0,1.0
2020/11/11,22:00:00,0.0129,2.2,18.3,49.0,55.52,14.0,2.0
2020/11/11,23:00:00,0.0013,6.5,31.7,61.7,52.78,76.0,3.0
2020/11/12,00:00:00,0.0116,0.4,20.5,55.2,53.85,36.0,2.0
2020/11/12,01:00:00,0.004,7.7,27.0,54.6,52.93,91.0,1.0
2020/11/12,02:00:00,0.0099,0.4,21.0,52.0,52.9,45.0,2.0
2020/11/12,03:00:00,0.0196,1.1,9.1,44.3,54.08,23.0,2.0
2020/11/12,04:00:00,0.0068,2.4,19.5,53.4,50.78,104.0,1.0
2020/11/12,05:00:00,0.0017,29.9,27.799999999999997,54.2,50.12,123.0,2.0
2020/11/12,06:00:00,0.0044,17.8,23.8,51.4,50.56,65.0,2.0
2020/11/12,07:00:00,0.006,42.8,26.8,43.2,55.03,144.0,1.0
2020/11/12,08:00:00,0.0108,25.0,26.8,35.8,59.03,227.0,2.0
2020/11/12,09:00:00,0.0218,10.8,22.2,33.2,62.92,152.0,1.0
2020/11/12,10:00:00,0.0291,8.200000000000001,22.5,34.0,65.42,234.0,1.0
2020/11/12,11:00:00,0.0375,4.8,18.9,27.8,67.58,208.0,2.0
2020/11/12,12:00:00,0.0454,2.8,14.7,23.2,69.0,258.0,2.0
2020/11/12,13:00:00,0.0497,1.9,12.4,19.1,71.35,240.0,3.0
2020/11/12,14:00:00,0.0499,1.7,13.4,18.6,72.2,251.0,3.0
2020/11/12,15:00:00,0.0464,1.6,18.1,18.1,72.27,236.0,3.0
2020/11/12,16:00:00,0.0334,1.3,29.9,31.4,67.47,258.0,5.0
2020/11/12,17:00:00,0.0385,0.3,21.5,32.0,63.55,239.0,5.0
2020/11/12,18:00:00,0.0323,0.3,24.299999999999997,33.6,61.45,238.0,2.0
2020/11/12,19:00:00,0.0193,2.3,27.3,41.9,58.71,318.0,1.0
2020/11/12,20:00:00,0.0111,3.2,31.6,46.7,55.83,75.0,1.0
2020/11/12,21:00:00,0.009,3.7,35.1,48.7,54.93,77.0,1.0
2020/11/12,22:00:00,0.0098,1.0,32.300000000000004,55.9,53.5,52.0,2.0
2020/11/12,23:00:00,0.0119,0.3,27.5,58.1,52.96,0.0,1.0
2020/11/13,00:00:00,0.0132,0.3,21.6,49.2,53.88,0.0,0.0
2020/11/13,01:00:00,0.0128,0.3,18.4,51.6,52.12,95.0,2.0
2020/11/13,02:00:00,0.0058,24.0,29.5,51.7,51.62,0.0,0.0
2020/11/13,03:00:00,0.008,2.1,22.3,52.2,50.51,89.0,3.0
2020/11/13,04:00:00,0.0076,3.2,22.5,49.5,50.18,0.0,1.0
2020/11/13,05:00:00,0.0082,8.8,27.5,44.8,51.96,238.0,2.0
2020/11/13,06:00:00,0.002,53.199999999999996,36.900000000000006,50.5,50.51,0.0,1.0
2020/11/13,07:00:00,0.0052,34.4,33.5,44.4,54.09,117.0,1.0
2020/11/13,08:00:00,0.013,20.400000000000002,31.099999999999998,35.4,59.18,0.0,1.0
2020/11/13,09:00:00,0.0191,18.0,30.8,34.5,61.33,0.0,1.0
2020/11/13,10:00:00,0.032,8.8,25.8,32.4,64.02,212.0,1.0
2020/11/13,11:00:00,0.0418,4.5,19.5,31.7,65.7,213.0,2.0
2020/11/13,12:00:00,0.0401,5.5,22.9,32.2,66.96,225.0,3.0
2020/11/13,13:00:00,0.0471,2.7,15.9,28.9,69.03,224.0,3.0
2020/11/13,14:00:00,0.0442,2.4,16.7,29.9,69.13,233.0,4.0
2020/11/13,15:00:00,0.0354,3.0,24.8,36.6,68.21,247.0,4.0
2020/11/13,16:00:00,0.0314,0.8,24.5,49.6,65.44,248.0,4.0
2020/11/13,17:00:00,0.0316,0.4,21.7,55.8,62.11,254.0,4.0
2020/11/13,18:00:00,0.0217,0.3,28.6,54.7,60.41,232.0,3.0
2020/11/13,19:00:00,0.0101,4.0,34.7,58.8,58.53,0.0,0.0
2020/11/13,20:00:00,0.0098,2.5,29.2,64.9,57.0,0.0,0.0
2020/11/13,21:00:00,0.0105,1.4,23.900000000000002,67.8,55.84,301.0,1.0
2020/11/13,22:00:00,0.0137,1.7,15.5,67.1,54.93,36.0,1.0
2020/11/13,23:00:00,0.0092,1.0,18.9,71.2,53.62,49.0,2.0
2020/11/14,00:00:00,0.0104,0.6,14.7,71.4,53.07,39.0,2.0
2020/11/14,01:00:00,0.0133,0.2,12.0,68.2,53.33,44.0,2.0
2020/11/14,02:00:00,0.0165,0.4,9.799999999999999,67.4,53.18,24.0,3.0
2020/11/14,03:00:00,0.0197,0.3,8.5,63.9,53.81,26.0,5.0
2020/11/14,04:00:00,0.015,0.7,11.6,66.4,52.23,43.0,1.0
2020/11/14,05:00:00,0.0113,1.3,14.5,68.7,51.29,25.0,3.0
2020/11/14,06:00:00,0.0138,2.6,12.4,71.6,49.91,70.0,2.0
2020/11/14,07:00:00,0.0209,2.3,10.9,66.9,53.2,69.0,2.0
2020/11/14,08:00:00,0.015,11.9,23.0,62.0,56.74,130.0,3.0
2020/11/14,09:00:00,0.0239,7.4,18.700000000000003,54.5,60.08,0.0,1.0
2020/11/14,10:00:00,0.0258,8.0,20.2,50.2,62.25,247.0,3.0
2020/11/14,11:00:00,0.032,5.6,18.3,45.4,64.81,229.0,2.0
2020/11/14,12:00:00,0.0397,3.3,14.9,42.0,67.15,269.0,3.0
2020/11/14,13:00:00,0.0485,1.6,11.700000000000001,36.8,70.11,237.0,2.0
2020/11/14,14:00:00,0.0529,0.9,10.7,32.7,72.06,268.0,1.0
2020/11/14,15:00:00,0.053,0.7,12.1,30.9,73.08,195.0,2.0
2020/11/14,16:00:00,0.0494,0.2,12.9,32.1,71.57,234.0,1.0
2020/11/14,17:00:00,0.0346,1.4,20.5,42.2,67.12,335.0,2.0
2020/11/14,18:00:00,0.0229,2.4,20.6,46.9,64.22,36.0,1.0
2020/11/14,19:00:00,0.015,2.6,25.3,52.8,62.04,76.0,1.0
2020/11/14,20:00:00,0.0099,2.1,29.5,55.7,60.76,69.0,2.0
2020/11/14,21:00:00,0.0208,5.3,17.6,36.8,64.09,46.0,1.0
2020/11/14,22:00:00,0.0192,0.4,16.5,36.1,63.01,63.0,2.0
2020/11/14,23:00:00,0.035,0.0,3.8,21.0,67.78,30.0,5.0
2020/11/15,00:00:00,0.0271,0.8,10.1,26.5,64.62,37.0,4.0
2020/11/15,01:00:00,0.016,0.6,18.4,26.6,62.95,59.0,3.0
2020/11/15,02:00:00,0.0277,0.0,7.7,24.2,63.59,63.0,3.0
2020/11/15,03:00:00,0.0246,0.0,9.2,26.3,61.56,95.0,2.0
2020/11/15,04:00:00,0.0243,0.2,8.200000000000001,26.3,61.02,114.0,2.0
2020/11/15,05:00:00,0.0304,0.1,5.4,22.7,63.12,59.0,3.0
2020/11/15,06:00:00,0.0314,0.1,4.8,20.9,64.09,0.0,1.0
2020/11/15,07:00:00,0.0274,0.8,6.8999999999999995,22.0,64.81,92.0,2.0
2020/11/15,08:00:00,0.0298,1.9,8.6,18.5,69.12,83.0,3.0
2020/11/15,09:00:00,0.0296,3.6,11.0,16.0,73.45,120.0,2.0
2020/11/15,10:00:00,0.0306,4.2,13.5,13.2,77.89,183.0,1.0
2020/11/15,11:00:00,0.0379,2.3,10.200000000000001,11.4,80.62,256.0,2.0
2020/11/15,12:00:00,0.0447,1.3,7.1000000000000005,7.8,83.81,186.0,2.0
2020/11/15,13:00:00,0.0485,0.5,5.3,7.1,85.54,255.0,2.0
2020/11/15,14:00:00,0.0492,0.3,4.1000000000000005,6.2,87.04,243.0,2.0
2020/11/15,15:00:00,0.0484,0.2,3.8,5.5,87.02,244.0,2.0
2020/11/15,16:00:00,0.0425,0.1,6.0,8.1,83.21,341.0,2.0
2020/11/15,17:00:00,0.039,0.5,4.6,12.2,77.33,14.0,5.0
2020/11/15,18:00:00,0.0397,0.3,6.1000000000000005,14.0,75.96,38.0,5.0
2020/11/15,19:00:00,0.0335,0.6,9.6,15.8,73.76,45.0,4.0
2020/11/15,20:00:00,0.0331,0.7,9.5,16.7,72.05,35.0,5.0
2020/11/15,21:00:00,0.0376,0.1,4.2,16.8,72.49,23.0,5.0
2020/11/15,22:00:00,0.0346,0.2,4.7,16.2,71.86,39.0,5.0
2020/11/15,23:00:00,0.0292,0.0,8.9,17.4,69.54,76.0,2.0
2020/11/16,00:00:00,0.0304,0.1,6.8999999999999995,16.4,70.62,60.0,2.0
2020/11/16,01:00:00,0.0309,0.0,7.0,16.0,70.76,54.0,4.0
2020/11/16,02:00:00,0.0326,0.0,5.6,15.2,70.84,61.0,5.0
2020/11/16,03:00:00,0.0317,-0.1,4.8,15.6,70.62,63.0,5.0
2020/11/16,04:00:00,0.0259,0.2,9.1,17.3,68.95,57.0,4.0
2020/11/16,05:00:00,0.0207,1.5,13.5,18.4,67.91,55.0,3.0
2020/11/16,06:00:00,0.0221,0.7,11.5,19.7,66.67,63.0,4.0
2020/11/16,07:00:00,0.0205,2.9,14.0,18.9,68.91,64.0,3.0
2020/11/16,08:00:00,0.0222,5.7,16.2,16.1,73.23,78.0,4.0
2020/11/16,09:00:00,0.0254,6.2,15.9,13.5,77.23,98.0,4.0
2020/11/16,10:00:00,0.0272,6.7,16.9,11.6,82.21,132.0,2.0
2020/11/16,11:00:00,0.0316,6.0,18.5,9.5,86.17,0.0,1.0
2020/11/16,12:00:00,0.0392,3.2,12.4,7.1,89.68,105.0,3.0
2020/11/16,13:00:00,0.038,3.3,13.899999999999999,6.3,91.85,138.0,4.0
2020/11/16,14:00:00,0.0385,2.6,14.4,5.8,93.16,145.0,2.0
2020/11/16,15:00:00,0.0376,1.9,13.6,5.5,92.93,162.0,3.0
2020/11/16,16:00:00,0.0243,1.1,31.4,8.9,87.69,237.0,3.0
2020/11/16,17:00:00,0.0035,7.8,45.5,10.9,82.11,230.0,2.0
2020/11/16,18:00:00,0.0065,15.299999999999999,39.699999999999996,16.0,76.0,36.0,2.0
2020/11/16,19:00:00,0.0146,0.3,25.1,19.0,73.71,36.0,3.0
2020/11/16,20:00:00,0.0194,0.5,17.3,19.4,72.46,36.0,3.0
2020/11/16,21:00:00,0.004,12.0,31.4,23.1,68.9,71.0,1.0
2020/11/16,22:00:00,0.0172,0.3,16.6,21.1,69.34,24.0,4.0
2020/11/16,23:00:00,0.0183,0.9,14.7,20.5,68.93,47.0,3.0
2020/11/17,00:00:00,0.026,0.0,7.5,20.2,69.19,27.0,5.0
2020/11/17,01:00:00,0.0188,0.1,13.5,22.5,66.01,82.0,2.0
2020/11/17,02:00:00,0.0168,0.1,13.6,23.3,65.11,74.0,1.0
2020/11/17,03:00:00,0.0132,0.2,15.0,27.5,61.77,123.0,2.0
2020/11/17,04:00:00,0.017,0.8,12.7,25.4,62.74,54.0,1.0
2020/11/17,05:00:00,0.0061,20.8,27.799999999999997,24.5,63.54,0.0,1.0
2020/11/17,06:00:00,0.0021,26.200000000000003,32.800000000000004,25.0,62.99,82.0,1.0
2020/11/17,07:00:00,0.0116,35.9,24.299999999999997,27.8,63.99,77.0,1.0
2020/11/17,08:00:00,0.01,28.299999999999997,28.400000000000002,24.8,66.5,80.0,3.0
2020/11/17,09:00:00,0.0149,20.1,28.400000000000002,17.3,73.35,0.0,1.0
2020/11/17,10:00:00,0.0227,15.0,27.599999999999998,14.3,77.17,236.0,1.0
2020/11/17,11:00:00,0.0382,4.4,17.5,12.0,79.21,239.0,2.0
2020/11/17,12:00:00,0.0429,2.6,12.6,10.1,81.68,224.0,2.0
2020/11/17,13:00:00,0.0454,2.0,10.9,9.1,82.89,204.0,3.0
2020/11/17,14:00:00,0.0483,1.7,13.100000000000001,10.5,82.48,230.0,3.0
2020/11/17,15:00:00,0.0444,2.9,20.299999999999997,12.7,80.82,247.0,4.0
2020/11/17,16:00:00,0.0384,0.5,22.3,14.0,77.42,251.0,3.0
2020/11/17,17:00:00,0.0299,0.2,26.1,18.3,73.3,346.0,2.0
2020/11/17,18:00:00,0.026,0.2,24.1,24.4,70.57,320.0,2.0
