date,time,ozone_anaheim,no_anaheim,no2_anaheim,RH_anaheim,TEMP_anaheim,WINDIR_anaheim,WINDSPEED_anaheim
2020/09/19,14:00:00,0.048,1.0,4.0,45.3,81.78,225.0,5.0
2020/09/19,15:00:00,0.0425,0.9,3.4,46.8,79.91,220.0,6.0
2020/09/19,16:00:00,0.0424,0.8,4.2,49.7,77.9,204.0,5.0
2020/09/19,17:00:00,0.0366,0.7,6.0,56.6,74.87,205.0,4.0
2020/09/19,18:00:00,0.0299,0.6,6.2,68.7,71.18,188.0,3.0
2020/09/19,19:00:00,0.0264,0.7,6.8999999999999995,79.0,68.72,176.0,3.0
2020/09/19,20:00:00,0.024,0.8,7.4,84.6,67.56,185.0,2.0
2020/09/19,21:00:00,0.0199,1.0,9.6,85.5,67.09,192.0,2.0
2020/09/19,22:00:00,0.019,1.0,8.8,85.8,66.51,191.0,2.0
2020/09/19,23:00:00,0.019,0.9,7.8,89.1,65.74,194.0,2.0
2020/09/20,00:00:00,0.018,0.9,7.3,93.0,64.82,177.0,2.0
2020/09/20,01:00:00,0.0193,0.8,6.3,95.4,64.24,178.0,1.0
2020/09/20,02:00:00,0.017,0.9,7.2,96.3,64.28,0.0,1.0
2020/09/20,03:00:00,0.0201,0.8,5.7,96.1,64.61,168.0,1.0
2020/09/20,04:00:00,0.0278,0.7,2.7,97.7,64.12,169.0,2.0
2020/09/20,05:00:00,0.0272,0.6,3.2,96.7,64.17,162.0,1.0
2020/09/20,06:00:00,0.0238,1.0,4.6,94.5,64.67,0.0,1.0
2020/09/20,07:00:00,0.0251,1.5,4.6,90.1,65.9,275.0,2.0
2020/09/20,08:00:00,0.0289,2.0,4.8,81.4,68.78,252.0,1.0
2020/09/20,09:00:00,0.037,1.8,5.1000000000000005,69.2,72.88,0.0,1.0
2020/09/20,10:00:00,0.0494,1.2,4.6,58.7,76.17,219.0,3.0
2020/09/20,11:00:00,0.0492,1.0,3.8,57.3,77.74,245.0,4.0
2020/09/20,12:00:00,0.0473,0.9,3.1,56.4,77.93,239.0,5.0
2020/09/20,13:00:00,0.0468,0.8,2.8,56.1,78.49,227.0,5.0
2020/09/20,14:00:00,0.0455,0.8,2.7,57.1,77.99,225.0,5.0
2020/09/20,15:00:00,0.0443,0.8,2.8,59.8,76.53,226.0,5.0
2020/09/20,16:00:00,0.0408,0.7,3.0,64.1,74.43,232.0,5.0
2020/09/20,17:00:00,0.0373,0.6,3.9,72.3,71.11,244.0,4.0
2020/09/20,18:00:00,0.0327,0.6,4.2,79.8,68.29,223.0,4.0
2020/09/20,19:00:00,0.0295,0.6,5.5,84.6,66.87,205.0,3.0
2020/09/20,20:00:00,0.0305,0.5,4.1000000000000005,87.2,66.07,187.0,3.0
2020/09/20,21:00:00,0.031,0.5,3.4,88.4,65.93,199.0,2.0
2020/09/20,22:00:00,0.0312,0.5,3.2,87.9,66.33,198.0,2.0
2020/09/20,23:00:00,0.03,0.6,3.5,87.3,66.58,211.0,2.0
2020/09/21,00:00:00,0.0301,0.5,3.0,87.0,66.48,249.0,2.0
2020/09/21,01:00:00,0.0296,0.5,3.1,87.2,66.28,241.0,2.0
2020/09/21,02:00:00,0.0291,0.6,3.1,87.2,66.17,223.0,2.0
2020/09/21,03:00:00,0.0287,0.6,3.2,87.1,66.03,251.0,1.0
2020/09/21,04:00:00,0.0283,0.7,3.4,86.7,65.87,240.0,2.0
2020/09/21,05:00:00,0.0291,0.6,3.4,86.5,65.43,217.0,2.0
2020/09/21,06:00:00,0.0292,0.7,4.0,85.2,65.48,262.0,2.0
2020/09/21,07:00:00,0.03,1.1,4.8,82.7,66.11,251.0,2.0
2020/09/21,08:00:00,0.0337,1.7,4.6,77.0,68.01,240.0,2.0
2020/09/21,09:00:00,0.0395,1.7,4.8,68.9,71.01,235.0,2.0
2020/09/21,10:00:00,0.0463,3.7,5.4,61.4,74.06,233.0,2.0
2020/09/21,11:00:00,0.0539,1.2,4.7,56.1,76.78,256.0,3.0
2020/09/21,12:00:00,0.0565,1.0,4.4,55.0,77.3,243.0,4.0
2020/09/21,13:00:00,0.0548,1.1,4.5,55.7,76.67,246.0,5.0
2020/09/21,14:00:00,0.0537,1.1,4.8999999999999995,54.5,77.16,232.0,4.0
2020/09/21,15:00:00,0.0575,1.1,6.1000000000000005,55.2,76.98,234.0,5.0
2020/09/21,16:00:00,0.0493,1.0,7.0,58.8,75.6,221.0,4.0
2020/09/21,17:00:00,0.045,0.5,5.7,63.9,72.97,215.0,4.0
2020/09/21,18:00:00,0.0383,0.6,7.8,68.4,71.05,187.0,3.0
2020/09/21,19:00:00,0.0328,0.6,7.4,77.5,68.97,183.0,3.0
2020/09/21,20:00:00,0.0293,0.7,8.3,81.8,67.83,178.0,3.0
2020/09/21,21:00:00,0.0251,0.8,10.200000000000001,84.2,67.09,196.0,2.0
2020/09/21,22:00:00,0.0256,1.0,10.7,85.0,66.64,213.0,1.0
2020/09/21,23:00:00,0.0296,0.8,7.5,86.3,66.06,201.0,1.0
2020/09/22,00:00:00,0.0207,1.0,9.700000000000001,89.0,65.53,203.0,2.0
2020/09/22,01:00:00,0.0265,0.8,7.0,88.3,66.01,132.0,1.0
2020/09/22,02:00:00,0.028,0.7,5.8,89.0,65.73,0.0,0.0
2020/09/22,03:00:00,0.0281,0.7,4.2,89.7,65.72,203.0,2.0
2020/09/22,04:00:00,0.0255,0.9,6.4,89.6,65.6,189.0,1.0
2020/09/22,05:00:00,0.0238,1.1,8.200000000000001,87.7,66.0,0.0,0.0
2020/09/22,06:00:00,0.0209,2.7,11.1,85.6,66.36,28.0,1.0
2020/09/22,07:00:00,0.0223,4.6,11.6,82.0,67.78,36.0,1.0
2020/09/22,08:00:00,0.0272,4.7,11.5,74.7,70.62,0.0,0.0
2020/09/22,09:00:00,0.0375,3.4,10.5,67.1,73.76,198.0,1.0
2020/09/22,10:00:00,0.0502,2.7,10.9,58.3,77.67,255.0,1.0
2020/09/22,11:00:00,0.0665,1.6,9.0,50.8,80.82,255.0,3.0
2020/09/22,12:00:00,0.057,2.5,11.799999999999999,54.9,79.22,233.0,6.0
2020/09/22,13:00:00,0.0665,1.8,10.8,52.5,79.9,227.0,6.0
2020/09/22,14:00:00,0.0702,1.5,9.2,47.6,80.87,229.0,5.0
2020/09/22,15:00:00,0.0673,0.9,6.4,44.2,81.07,238.0,5.0
2020/09/22,16:00:00,0.0534,0.8,6.4,49.9,78.17,231.0,5.0
2020/09/22,17:00:00,0.0457,0.5,6.2,55.6,74.73,219.0,4.0
2020/09/22,18:00:00,0.036,0.6,8.8,63.7,72.08,185.0,3.0
2020/09/22,19:00:00,0.0307,0.6,10.6,74.8,69.75,179.0,3.0
2020/09/22,20:00:00,0.0269,0.8,10.7,79.1,68.42,176.0,2.0
2020/09/22,21:00:00,0.0254,0.8,10.5,81.1,67.75,181.0,1.0
2020/09/22,22:00:00,0.0218,1.0,11.0,83.1,67.14,0.0,1.0
2020/09/22,23:00:00,0.0189,1.1,11.799999999999999,84.4,66.51,0.0,1.0
2020/09/23,00:00:00,0.0104,1.5,17.5,85.6,65.93,0.0,1.0
2020/09/23,01:00:00,0.012,1.2,14.200000000000001,87.5,65.37,235.0,1.0
2020/09/23,02:00:00,0.0103,1.4,13.2,88.5,64.76,0.0,1.0
2020/09/23,03:00:00,0.0036,4.1000000000000005,19.900000000000002,89.8,64.02,0.0,0.0
2020/09/23,04:00:00,0.0001,19.8,21.6,89.6,63.36,0.0,1.0
2020/09/23,05:00:00,0.0002,26.9,21.1,89.8,62.86,0.0,1.0
2020/09/23,06:00:00,0.0014,36.7,21.7,88.2,64.11,0.0,1.0
2020/09/23,07:00:00,0.0087,20.1,24.299999999999997,79.9,68.38,0.0,1.0
2020/09/23,08:00:00,0.0168,15.8,25.8,72.1,71.32,0.0,1.0
2020/09/23,09:00:00,0.034,7.4,20.400000000000002,64.3,74.6,244.0,1.0
2020/09/23,10:00:00,0.0529,3.3,14.8,53.7,78.44,259.0,2.0
2020/09/23,11:00:00,0.0612,2.0,10.4,47.6,81.56,230.0,3.0
2020/09/23,12:00:00,0.0538,1.7,7.5,39.1,83.4,237.0,4.0
2020/09/23,13:00:00,0.0533,1.4,6.5,33.0,84.19,232.0,6.0
2020/09/23,14:00:00,0.0623,2.4,15.100000000000001,39.6,83.95,232.0,6.0
2020/09/23,15:00:00,0.0543,1.6,9.4,33.7,83.65,229.0,6.0
2020/09/23,16:00:00,0.0496,1.3,11.6,37.2,83.31,231.0,4.0
2020/09/23,17:00:00,0.0301,0.7,8.7,31.5,81.11,262.0,3.0
2020/09/23,18:00:00,0.0285,0.6,10.7,31.1,78.21,249.0,2.0
2020/09/23,19:00:00,0.0287,0.6,12.3,30.6,76.06,251.0,2.0
2020/09/23,20:00:00,0.0248,0.7,15.100000000000001,36.8,73.66,245.0,1.0
2020/09/23,21:00:00,0.0138,1.2,19.599999999999998,60.8,71.35,236.0,2.0
2020/09/23,22:00:00,0.0119,1.3,19.3,63.8,69.72,255.0,1.0
2020/09/23,23:00:00,0.0069,1.7,20.7,69.8,68.36,0.0,1.0
2020/09/24,00:00:00,0.0047,1.9,19.400000000000002,75.1,67.1,0.0,1.0
2020/09/24,01:00:00,0.0024,2.2,19.2,78.0,66.06,0.0,0.0
2020/09/24,02:00:00,0.0003,6.3,20.6,78.9,65.37,0.0,0.0
2020/09/24,03:00:00,0.0004,4.6,19.8,83.0,64.54,0.0,0.0
2020/09/24,04:00:00,0.0,12.9,19.0,86.8,63.44,0.0,0.0
2020/09/24,05:00:00,0.0002,28.2,22.5,74.9,63.87,0.0,0.0
2020/09/24,06:00:00,0.0018,34.8,27.3,67.2,66.07,135.0,1.0
2020/09/24,07:00:00,0.0122,10.8,15.299999999999999,79.1,68.01,201.0,2.0
2020/09/24,08:00:00,0.0201,5.3,10.1,77.5,70.06,225.0,2.0
2020/09/24,09:00:00,0.0315,3.1,8.3,64.5,73.73,231.0,2.0
2020/09/24,10:00:00,0.0436,2.0,7.2,49.6,78.88,206.0,2.0
2020/09/24,11:00:00,0.054,1.3,6.0,42.6,82.96,214.0,3.0
2020/09/24,12:00:00,0.0563,1.1,5.3,40.9,84.24,243.0,5.0
2020/09/24,13:00:00,0.0478,1.1,4.2,40.1,82.54,235.0,6.0
2020/09/24,14:00:00,0.0442,1.4,4.8,37.6,81.98,231.0,6.0
2020/09/24,15:00:00,0.0459,0.9,4.1000000000000005,41.9,80.47,234.0,5.0
2020/09/24,16:00:00,0.0413,0.8,4.7,51.8,77.73,234.0,5.0
2020/09/24,17:00:00,0.0354,0.6,5.2,63.8,73.94,230.0,4.0
2020/09/24,18:00:00,0.0337,0.5,5.7,68.6,72.02,183.0,3.0
2020/09/24,19:00:00,0.0296,0.6,7.4,72.7,71.06,199.0,2.0
2020/09/24,20:00:00,0.0299,0.7,8.7,79.0,69.64,197.0,2.0
2020/09/24,21:00:00,0.0307,0.7,8.3,86.9,68.39,195.0,1.0
2020/09/24,22:00:00,0.0232,0.9,8.6,89.1,67.85,218.0,2.0
2020/09/24,23:00:00,0.0225,0.7,7.0,92.2,67.15,259.0,1.0
2020/09/25,00:00:00,0.0195,0.6,5.2,95.2,66.54,242.0,1.0
2020/09/25,01:00:00,0.0191,0.7,3.7,97.5,66.08,230.0,1.0
2020/09/25,02:00:00,0.0202,0.7,3.6,98.8,65.9,0.0,0.0
2020/09/25,03:00:00,0.0196,0.8,4.4,98.8,65.66,0.0,0.0
2020/09/25,04:00:00,0.0127,1.3,9.2,95.8,65.89,44.0,2.0
2020/09/25,05:00:00,0.009,1.8,11.9,93.0,65.67,134.0,2.0
2020/09/25,06:00:00,0.0107,2.3,11.1,93.6,64.73,154.0,2.0
2020/09/25,07:00:00,0.0122,3.9,12.0,91.6,64.99,187.0,1.0
2020/09/25,08:00:00,0.0181,5.0,9.2,84.8,67.09,213.0,2.0
2020/09/25,09:00:00,0.0268,4.0,8.6,74.3,70.44,244.0,2.0
2020/09/25,10:00:00,0.039,2.7,8.3,64.9,73.9,232.0,3.0
2020/09/25,11:00:00,0.0496,1.7,5.8999999999999995,58.1,77.54,239.0,3.0
2020/09/25,12:00:00,0.0519,1.1,4.4,57.0,78.45,246.0,4.0
2020/09/25,13:00:00,0.0485,1.1,4.1000000000000005,55.0,78.86,241.0,5.0
2020/09/25,14:00:00,0.0482,0.9,3.5,55.1,77.84,247.0,5.0
2020/09/25,15:00:00,0.0438,0.9,3.4,59.1,76.51,233.0,6.0
2020/09/25,16:00:00,0.0402,0.8,4.2,65.3,74.76,223.0,5.0
2020/09/25,17:00:00,0.0347,0.5,4.3,73.5,72.2,225.0,5.0
2020/09/25,18:00:00,0.0286,0.5,5.1000000000000005,82.3,70.1,220.0,4.0
2020/09/25,19:00:00,0.0275,0.6,6.3,86.2,69.07,201.0,3.0
2020/09/25,20:00:00,0.0276,0.5,5.3,88.6,68.33,181.0,2.0
2020/09/25,21:00:00,0.0263,0.5,5.2,90.1,67.75,181.0,2.0
2020/09/25,22:00:00,0.0258,0.6,5.1000000000000005,92.0,67.2,177.0,2.0
2020/09/25,23:00:00,0.0262,0.6,4.8999999999999995,93.9,66.68,179.0,2.0
2020/09/26,00:00:00,0.0301,0.5,2.7,95.5,66.47,172.0,2.0
2020/09/26,01:00:00,0.0272,0.5,3.4,94.6,66.44,185.0,3.0
2020/09/26,02:00:00,0.0281,0.5,3.1,93.6,66.19,144.0,2.0
2020/09/26,03:00:00,0.0296,0.5,3.1,92.4,66.31,0.0,0.0
2020/09/26,04:00:00,0.022,0.7,5.5,89.0,66.35,125.0,2.0
2020/09/26,05:00:00,0.0277,0.6,5.0,88.4,66.43,116.0,2.0
2020/09/26,06:00:00,0.0261,1.5,7.0,89.8,65.87,108.0,2.0
2020/09/26,07:00:00,0.0274,1.0,6.0,89.1,65.82,119.0,2.0
2020/09/26,08:00:00,0.032,1.0,5.2,86.2,66.46,0.0,1.0
2020/09/26,09:00:00,0.033,1.6,6.2,82.3,68.07,199.0,1.0
2020/09/26,10:00:00,0.04,1.9,5.8999999999999995,74.4,70.85,232.0,2.0
2020/09/26,11:00:00,0.0541,1.1,4.7,64.3,74.5,226.0,2.0
2020/09/26,12:00:00,0.0603,0.9,4.4,56.7,78.22,242.0,3.0
2020/09/26,13:00:00,0.0536,0.9,3.9,57.2,78.52,236.0,5.0
2020/09/26,14:00:00,0.0517,0.9,3.7,57.7,77.76,245.0,5.0
2020/09/26,15:00:00,0.0533,0.8,3.9,58.8,76.76,238.0,5.0
2020/09/26,16:00:00,0.0447,0.7,3.8,64.4,74.12,234.0,5.0
2020/09/26,17:00:00,0.0392,0.5,4.3,74.3,71.17,227.0,5.0
2020/09/26,18:00:00,0.0348,0.5,4.3,80.7,69.38,220.0,4.0
2020/09/26,19:00:00,0.0319,0.4,4.3,84.7,68.51,189.0,3.0
2020/09/26,20:00:00,0.0297,0.5,4.0,88.8,67.66,180.0,2.0
2020/09/26,21:00:00,0.0289,0.5,3.6,90.6,67.11,195.0,2.0
2020/09/26,22:00:00,0.0311,0.4,2.8,90.7,67.16,220.0,3.0
2020/09/26,23:00:00,0.0303,0.4,3.1,89.1,67.28,221.0,2.0
2020/09/27,00:00:00,0.0329,0.4,2.6,88.0,67.26,166.0,1.0
2020/09/27,01:00:00,0.0335,0.4,2.5,87.1,67.5,180.0,2.0
2020/09/27,02:00:00,0.034,0.5,2.5,85.9,67.61,215.0,1.0
2020/09/27,03:00:00,0.033,0.5,2.5,85.4,67.73,202.0,1.0
2020/09/27,04:00:00,0.0325,0.5,2.7,84.9,67.76,168.0,1.0
2020/09/27,05:00:00,0.032,0.5,3.1,83.2,67.99,120.0,1.0
2020/09/27,06:00:00,0.0315,0.6,3.3,83.3,67.92,176.0,2.0
2020/09/27,07:00:00,0.0316,0.7,3.7,81.8,68.51,174.0,1.0
2020/09/27,08:00:00,0.0332,1.1,4.3,78.0,70.07,0.0,1.0
2020/09/27,09:00:00,0.0394,1.3,4.1000000000000005,72.9,72.18,244.0,1.0
2020/09/27,10:00:00,0.0483,1.0,4.0,67.1,74.51,244.0,2.0
2020/09/27,11:00:00,0.0529,0.9,3.5,62.8,76.53,235.0,3.0
2020/09/27,12:00:00,0.0519,0.8,3.1,60.4,77.49,234.0,4.0
2020/09/27,13:00:00,0.0485,0.8,2.9,60.6,77.27,242.0,5.0
2020/09/27,14:00:00,0.0486,0.8,2.9,62.2,76.52,235.0,6.0
2020/09/27,15:00:00,0.0491,0.6,2.8,65.9,74.82,226.0,6.0
2020/09/27,16:00:00,0.048,0.5,3.0,70.9,73.04,229.0,5.0
2020/09/27,17:00:00,0.0438,0.4,3.4,77.8,70.52,232.0,5.0
2020/09/27,18:00:00,0.0394,0.5,3.9,82.6,68.84,229.0,4.0
2020/09/27,19:00:00,0.04,0.3,3.4,84.9,68.08,226.0,3.0
2020/09/27,20:00:00,0.04,0.4,3.1,86.3,67.65,211.0,2.0
2020/09/27,21:00:00,0.0398,0.3,3.0,87.1,67.6,258.0,2.0
2020/09/27,22:00:00,0.039,0.5,3.1,87.4,67.55,296.0,1.0
2020/09/27,23:00:00,0.0356,0.5,4.6,86.5,67.83,350.0,1.0
2020/09/28,00:00:00,0.033,0.6,4.8,86.6,67.84,25.0,2.0
2020/09/28,01:00:00,0.031,0.7,5.0,86.5,67.91,18.0,2.0
2020/09/28,02:00:00,0.0226,1.0,8.200000000000001,87.3,67.59,351.0,2.0
2020/09/28,03:00:00,0.0175,1.3,11.799999999999999,88.9,67.01,341.0,2.0
2020/09/28,04:00:00,0.0111,1.5,15.6,89.7,66.59,0.0,1.0
2020/09/28,05:00:00,0.0025,5.5,20.8,91.4,65.72,0.0,1.0
2020/09/28,06:00:00,0.0038,13.100000000000001,19.900000000000002,85.4,66.15,125.0,1.0
2020/09/28,07:00:00,0.0114,11.2,18.0,77.4,69.57,0.0,0.0
2020/09/28,08:00:00,0.02,9.2,17.7,72.7,72.17,0.0,0.0
2020/09/28,09:00:00,0.0337,5.4,14.6,68.0,75.18,228.0,2.0
2020/09/28,10:00:00,0.0513,3.4,11.9,59.5,79.37,267.0,1.0
2020/09/28,11:00:00,0.0594,2.1,10.7,51.6,82.78,251.0,3.0
2020/09/28,12:00:00,0.067,1.5,8.6,44.6,85.72,252.0,3.0
2020/09/28,13:00:00,0.0747,1.2,8.6,45.3,86.86,235.0,4.0
2020/09/28,14:00:00,0.0747,1.2,9.299999999999999,51.7,84.93,225.0,5.0
2020/09/28,15:00:00,0.0684,1.3,9.9,57.0,82.12,221.0,6.0
2020/09/28,16:00:00,0.053,1.2,11.299999999999999,61.3,79.5,217.0,5.0
2020/09/28,17:00:00,0.0426,0.8,15.4,64.5,77.81,214.0,4.0
2020/09/28,18:00:00,0.0371,0.8,14.200000000000001,71.5,74.66,229.0,3.0
2020/09/28,19:00:00,0.0349,0.8,11.6,76.4,72.75,226.0,2.0
2020/09/28,20:00:00,0.0295,0.9,11.4,79.5,71.63,188.0,2.0
2020/09/28,21:00:00,0.0275,0.9,11.0,82.8,70.67,188.0,2.0
2020/09/28,22:00:00,0.0231,1.0,11.4,84.4,69.91,229.0,2.0
2020/09/28,23:00:00,0.0209,1.2,12.7,86.4,69.29,283.0,1.0
2020/09/29,00:00:00,0.0126,1.6,19.0,88.3,68.63,281.0,1.0
2020/09/29,01:00:00,0.0149,1.6,16.9,91.2,67.68,283.0,2.0
2020/09/29,02:00:00,0.0184,1.4,13.6,93.8,66.6,287.0,2.0
2020/09/29,03:00:00,0.0185,1.3,12.200000000000001,96.6,65.8,278.0,2.0
2020/09/29,04:00:00,0.0097,2.4,20.9,99.3,65.55,327.0,2.0
2020/09/29,05:00:00,0.0062,3.9,22.4,99.3,65.56,352.0,1.0
2020/09/29,06:00:00,0.0056,7.8,22.0,99.3,65.5,36.0,2.0
2020/09/29,07:00:00,0.0097,10.3,19.599999999999998,99.4,65.87,332.0,2.0
2020/09/29,08:00:00,0.0158,14.6,22.9,97.7,69.15,249.0,2.0
2020/09/29,09:00:00,0.025,12.3,26.1,72.0,76.48,240.0,1.0
2020/09/29,10:00:00,0.0378,10.1,31.3,56.5,82.63,275.0,2.0
2020/09/29,11:00:00,NA,NA,NA,45.3,88.08,259.0,2.0
2020/09/29,12:00:00,0.0786,2.8,19.7,44.7,89.59,239.0,4.0
2020/09/29,13:00:00,0.0798,2.1,15.4,44.2,90.22,241.0,5.0
2020/09/29,14:00:00,0.0913,1.9,12.5,33.9,93.78,264.0,4.0
2020/09/29,15:00:00,0.0747,1.3,11.2,28.0,94.59,281.0,4.0
2020/09/29,16:00:00,0.0628,1.3,14.1,20.6,94.54,286.0,3.0
2020/09/29,17:00:00,0.0346,1.3,23.5,40.8,87.05,243.0,3.0
2020/09/29,18:00:00,0.0304,1.1,18.8,47.0,82.26,266.0,3.0
2020/09/29,19:00:00,0.0251,1.6,15.6,63.5,76.71,271.0,2.0
2020/09/29,20:00:00,0.0218,1.3,16.6,67.9,74.73,275.0,1.0
2020/09/29,21:00:00,0.0188,1.3,17.3,70.3,73.44,259.0,1.0
2020/09/29,22:00:00,0.0146,1.4,16.0,73.1,72.11,215.0,1.0
2020/09/29,23:00:00,0.0132,1.4,15.299999999999999,75.4,70.93,199.0,1.0
2020/09/30,00:00:00,0.0097,1.7,16.8,78.3,69.75,0.0,0.0
2020/09/30,01:00:00,0.0019,9.0,25.4,76.2,70.36,355.0,1.0
2020/09/30,02:00:00,0.0003,27.0,26.4,74.1,69.65,0.0,1.0
2020/09/30,03:00:00,0.0004,35.8,29.0,68.4,69.38,58.0,1.0
2020/09/30,04:00:00,0.0004,46.0,34.9,56.4,69.8,41.0,2.0
2020/09/30,05:00:00,0.0004,43.8,38.5,50.2,70.01,32.0,2.0
2020/09/30,06:00:00,0.0025,45.5,46.699999999999996,38.1,74.06,27.0,2.0
2020/09/30,07:00:00,0.0082,35.9,45.699999999999996,30.9,79.57,38.0,3.0
2020/09/30,08:00:00,0.0166,24.0,43.3,21.5,87.5,43.0,3.0
2020/09/30,09:00:00,0.0289,16.299999999999997,40.300000000000004,14.8,96.02,54.0,3.0
2020/09/30,10:00:00,0.0523,4.3,19.099999999999998,9.1,103.13,0.0,1.0
2020/09/30,11:00:00,0.0624,4.4,28.0,12.9,103.94,240.0,3.0
2020/09/30,12:00:00,0.0645,5.7,35.3,22.3,99.41,230.0,6.0
2020/09/30,13:00:00,0.0869,2.9,25.9,22.6,100.85,259.0,6.0
2020/09/30,14:00:00,0.0875,1.7,14.200000000000001,20.5,98.52,294.0,5.0
2020/09/30,15:00:00,0.0798,1.1,11.6,14.0,98.16,294.0,5.0
2020/09/30,16:00:00,0.0598,1.1,13.299999999999999,14.1,96.07,291.0,4.0
2020/09/30,17:00:00,0.0446,1.4,20.299999999999997,15.9,93.52,310.0,2.0
2020/09/30,18:00:00,0.0308,0.8,22.700000000000003,19.2,89.52,228.0,2.0
2020/09/30,19:00:00,0.0218,1.0,24.8,23.7,86.03,228.0,1.0
2020/09/30,20:00:00,0.0173,1.6,26.4,29.4,83.06,0.0,1.0
2020/09/30,21:00:00,0.0091,3.9,33.4,36.0,80.02,0.0,1.0
2020/09/30,22:00:00,0.0082,2.7,29.3,41.5,77.76,159.0,1.0
2020/09/30,23:00:00,0.0015,4.5,35.3,51.3,75.05,0.0,1.0
2020/10/01,00:00:00,0.0048,3.1,29.0,57.9,73.23,0.0,0.0
2020/10/01,01:00:00,0.0012,13.5,32.300000000000004,53.9,72.35,0.0,0.0
2020/10/01,02:00:00,0.0006,35.9,34.8,49.6,71.33,0.0,1.0
2020/10/01,03:00:00,0.0007,44.5,35.7,48.8,70.31,0.0,0.0
2020/10/01,04:00:00,0.0006,32.5,36.6,46.4,70.06,102.0,1.0
2020/10/01,05:00:00,0.0005,41.300000000000004,37.5,47.0,68.38,0.0,0.0
2020/10/01,06:00:00,0.0015,68.7,37.5,48.2,69.55,0.0,1.0
2020/10/01,07:00:00,0.005,61.0,51.0,35.9,76.46,43.0,1.0
2020/10/01,08:00:00,0.0182,27.0,47.7,26.3,83.91,0.0,1.0
2020/10/01,09:00:00,0.0421,9.6,37.6,21.8,89.19,243.0,2.0
2020/10/01,10:00:00,0.0663,4.1000000000000005,25.8,20.4,91.98,261.0,3.0
2020/10/01,11:00:00,0.0764,1.5,10.5,19.4,94.99,247.0,3.0
2020/10/01,12:00:00,0.0792,0.9,6.4,16.4,96.03,233.0,5.0
2020/10/01,13:00:00,0.0762,0.9,7.0,16.2,96.89,241.0,4.0
2020/10/01,14:00:00,0.0736,0.9,7.1000000000000005,15.3,97.08,250.0,5.0
2020/10/01,15:00:00,0.0711,0.9,8.1,20.0,92.9,230.0,6.0
2020/10/01,16:00:00,0.0699,0.7,9.1,20.2,90.92,214.0,4.0
2020/10/01,17:00:00,0.0609,0.6,13.700000000000001,25.7,88.13,189.0,2.0
2020/10/01,18:00:00,0.0442,0.9,18.0,38.4,83.67,190.0,3.0
2020/10/01,19:00:00,0.0402,1.0,14.0,51.6,79.58,193.0,3.0
2020/10/01,20:00:00,0.0356,1.1,12.1,63.1,76.78,167.0,2.0
2020/10/01,21:00:00,0.0276,1.3,14.3,67.5,75.6,224.0,1.0
2020/10/01,22:00:00,0.018,1.6,14.5,74.4,74.0,0.0,1.0
2020/10/01,23:00:00,0.0168,1.6,13.700000000000001,78.5,72.92,204.0,1.0
2020/10/02,00:00:00,0.0162,1.6,12.1,82.2,71.93,0.0,0.0
2020/10/02,01:00:00,0.0097,2.9,19.5,77.7,71.41,40.0,1.0
2020/10/02,02:00:00,0.0004,20.6,34.1,64.0,71.0,39.0,2.0
2020/10/02,03:00:00,0.0004,22.9,36.7,55.3,69.99,51.0,2.0
2020/10/02,04:00:00,0.0002,48.5,38.0,51.0,69.57,48.0,3.0
2020/10/02,05:00:00,0.0004,33.0,38.1,47.6,69.56,60.0,2.0
2020/10/02,06:00:00,0.0027,33.7,39.6,40.7,71.52,68.0,2.0
2020/10/02,07:00:00,0.0069,42.5,46.5,34.9,76.43,58.0,2.0
2020/10/02,08:00:00,0.0186,26.1,49.099999999999994,28.7,83.3,0.0,1.0
2020/10/02,09:00:00,0.0486,5.6,24.6,24.5,86.57,223.0,1.0
2020/10/02,10:00:00,0.0679,2.5,15.7,25.3,89.14,244.0,3.0
2020/10/02,11:00:00,0.0857,1.6,12.3,25.5,91.67,256.0,3.0
2020/10/02,12:00:00,0.0949,0.9,8.6,23.2,93.17,251.0,3.0
2020/10/02,13:00:00,0.0984,0.9,8.7,21.8,93.66,252.0,4.0
2020/10/02,14:00:00,0.0943,0.8,7.9,24.3,91.69,234.0,5.0
2020/10/02,15:00:00,0.0942,0.7,7.3,24.3,89.58,230.0,5.0
2020/10/02,16:00:00,0.0867,0.6,8.1,30.9,87.12,226.0,4.0
2020/10/02,17:00:00,0.0741,0.6,10.8,35.9,84.38,215.0,3.0
2020/10/02,18:00:00,0.0648,0.7,13.5,40.1,81.36,191.0,2.0
2020/10/02,19:00:00,0.0448,1.1,18.1,50.2,79.05,217.0,2.0
2020/10/02,20:00:00,0.0308,1.7,20.299999999999997,61.4,76.96,0.0,1.0
2020/10/02,21:00:00,0.0136,2.5,36.2,61.4,76.38,0.0,0.0
2020/10/02,22:00:00,0.0015,4.6,48.9,57.9,75.11,0.0,0.0
2020/10/02,23:00:00,0.0032,4.6,42.0,61.9,73.69,194.0,1.0
2020/10/03,00:00:00,0.0208,1.7,17.8,75.4,71.22,173.0,1.0
2020/10/03,01:00:00,0.0173,2.0,21.3,76.3,70.75,0.0,0.0
2020/10/03,02:00:00,0.0046,4.1000000000000005,30.900000000000002,75.2,69.63,0.0,1.0
2020/10/03,03:00:00,0.0005,10.200000000000001,35.2,67.6,68.84,45.0,1.0
